Name,GamesPlayed,MinutesPlayed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Ricky Rubio,57,1691,0.573170731707317,0.573170731707317,0.573170731707317,0.573170731707317,0.573170731707317,0.5609756097560976,0.5365853658536586,0.524390243902439,0.5365853658536586,0.5,0.3780487804878049,0.2682926829268293,0.2073170731707317,0.2073170731707317,0.2073170731707317,0.21951219512195122,0.21951219512195122,0.2926829268292683,0.21951219512195122,0.35365853658536583,0.45121951219512196,0.524390243902439,0.5487804878048781,0.5487804878048781,0.573170731707317,0.573170731707317,0.573170731707317,0.573170731707317,0.573170731707317,0.5487804878048781,0.5609756097560976,0.524390243902439,0.5,0.45121951219512196,0.4146341463414634,0.35365853658536583,0.23170731707317074,0.24390243902439024,0.23170731707317074,0.25609756097560976,0.2926829268292683,0.34146341463414637,0.3780487804878049,0.43902439024390244,0.43902439024390244,0.4268292682926829,0.4024390243902439,0.35365853658536583
Luke Ridnour,82,2474,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.926829268292683,0.6707317073170732,0.4146341463414634,0.23170731707317074,0.08536585365853659,0.08536585365853659,0.08536585365853659,0.13414634146341464,0.12195121951219512,0.18292682926829268,0.3048780487804878,0.45121951219512196,0.6219512195121951,0.8048780487804879,0.8536585365853658,0.8414634146341463,1.0,1.0,1.0,1.0,1.0,1.0,0.975609756097561,0.9634146341463414,0.8170731707317073,0.6341463414634146,0.4878048780487805,0.3170731707317073,0.2073170731707317,0.18292682926829268,0.1951219512195122,0.2073170731707317,0.2926829268292683,0.4146341463414634,0.47560975609756095,0.5365853658536586,0.573170731707317,0.573170731707317,0.5975609756097561,0.573170731707317
Andrei Kirilenko,64,2034,0.7682926829268293,0.7682926829268293,0.7682926829268293,0.7682926829268293,0.7682926829268293,0.7560975609756098,0.7439024390243902,0.7073170731707317,0.6951219512195121,0.5609756097560976,0.5,0.36585365853658536,0.15853658536585366,0.10975609756097561,0.08536585365853659,0.0975609756097561,0.10975609756097561,0.17073170731707318,0.2682926829268293,0.34146341463414637,0.4634146341463415,0.6707317073170732,0.7073170731707317,0.6951219512195121,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7439024390243902,0.7439024390243902,0.7439024390243902,0.7195121951219512,0.6707317073170732,0.6707317073170732,0.6219512195121951,0.6097560975609756,0.4634146341463415,0.24390243902439024,0.21951219512195122,0.21951219512195122,0.2073170731707317,0.21951219512195122,0.3048780487804878,0.36585365853658536,0.43902439024390244,0.4878048780487805,0.5,0.5121951219512195,0.47560975609756095
Derrick Williams,78,1916,0.6829268292682927,0.6829268292682927,0.6707317073170732,0.6707317073170732,0.6463414634146342,0.6463414634146342,0.6463414634146342,0.6341463414634146,0.6463414634146342,0.573170731707317,0.45121951219512196,0.45121951219512196,0.34146341463414637,0.32926829268292684,0.34146341463414637,0.34146341463414637,0.32926829268292684,0.36585365853658536,0.34146341463414637,0.32926829268292684,0.3048780487804878,0.3780487804878049,0.5121951219512195,0.5121951219512195,0.6707317073170732,0.6707317073170732,0.6463414634146342,0.6463414634146342,0.6341463414634146,0.6097560975609756,0.5853658536585366,0.5975609756097561,0.573170731707317,0.524390243902439,0.4268292682926829,0.43902439024390244,0.4268292682926829,0.4268292682926829,0.45121951219512196,0.4268292682926829,0.35365853658536583,0.3048780487804878,0.2926829268292683,0.3170731707317073,0.3048780487804878,0.34146341463414637,0.2926829268292683,0.3048780487804878
Nikola Pekovic,62,1959,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7439024390243902,0.7317073170731707,0.6951219512195121,0.5975609756097561,0.47560975609756095,0.35365853658536583,0.10975609756097561,0.0975609756097561,0.07317073170731707,0.06097560975609756,0.08536585365853659,0.17073170731707318,0.2682926829268293,0.47560975609756095,0.6219512195121951,0.6951219512195121,0.6951219512195121,0.6463414634146342,0.7317073170731707,0.7195121951219512,0.7073170731707317,0.6951219512195121,0.6951219512195121,0.6951219512195121,0.6951219512195121,0.6707317073170732,0.6341463414634146,0.5365853658536586,0.36585365853658536,0.2804878048780488,0.13414634146341464,0.14634146341463414,0.17073170731707318,0.23170731707317074,0.3170731707317073,0.4146341463414634,0.4268292682926829,0.43902439024390244,0.43902439024390244,0.45121951219512196,0.45121951219512196,0.3780487804878049
Dante Cunningham,80,2010,0.10975609756097561,0.10975609756097561,0.12195121951219512,0.13414634146341464,0.17073170731707318,0.15853658536585366,0.18292682926829268,0.2073170731707317,0.21951219512195122,0.3170731707317073,0.524390243902439,0.6707317073170732,0.8780487804878049,0.8902439024390244,0.9024390243902439,0.8780487804878049,0.8658536585365854,0.8292682926829268,0.7560975609756098,0.7073170731707317,0.6219512195121951,0.4268292682926829,0.3170731707317073,0.35365853658536583,0.12195121951219512,0.12195121951219512,0.13414634146341464,0.15853658536585366,0.18292682926829268,0.1951219512195122,0.24390243902439024,0.25609756097560976,0.3170731707317073,0.4024390243902439,0.6585365853658537,0.6829268292682927,0.8536585365853658,0.8658536585365854,0.8780487804878049,0.9024390243902439,0.8902439024390244,0.8536585365853658,0.7682926829268293,0.7195121951219512,0.6707317073170732,0.6219512195121951,0.6097560975609756,0.5975609756097561
Alexey Shved,77,1840,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.2073170731707317,0.2073170731707317,0.2073170731707317,0.21951219512195122,0.25609756097560976,0.25609756097560976,0.3170731707317073,0.5121951219512195,0.6585365853658537,0.8292682926829268,0.8536585365853658,0.8292682926829268,0.8292682926829268,0.7926829268292683,0.7195121951219512,0.6829268292682927,0.6219512195121951,0.45121951219512196,0.32926829268292684,0.34146341463414637,0.36585365853658536,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.23170731707317074,0.3048780487804878,0.36585365853658536,0.4634146341463415,0.5487804878048781,0.7317073170731707,0.7439024390243902,0.7439024390243902,0.7073170731707317,0.6707317073170732,0.573170731707317,0.5365853658536586,0.5365853658536586,0.5,0.47560975609756095,0.5,0.5487804878048781
J.J. Barea,74,1713,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.036585365853658534,0.04878048780487805,0.07317073170731707,0.13414634146341464,0.2682926829268293,0.5487804878048781,0.7560975609756098,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8902439024390244,0.8902439024390244,0.8536585365853658,0.7926829268292683,0.6585365853658537,0.4878048780487805,0.2926829268292683,0.21951219512195122,0.2073170731707317,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.04878048780487805,0.07317073170731707,0.13414634146341464,0.21951219512195122,0.4024390243902439,0.524390243902439,0.7439024390243902,0.8658536585365854,0.8780487804878049,0.8658536585365854,0.8414634146341463,0.8292682926829268,0.7439024390243902,0.7073170731707317,0.5609756097560976,0.524390243902439,0.4634146341463415,0.45121951219512196,0.4268292682926829
Greg Stiemsma,76,1209,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.21951219512195122,0.2073170731707317,0.18292682926829268,0.1951219512195122,0.2073170731707317,0.2073170731707317,0.23170731707317074,0.2804878048780488,0.34146341463414637,0.5853658536585366,0.6219512195121951,0.6219512195121951,0.6463414634146342,0.6219512195121951,0.5121951219512195,0.4146341463414634,0.2682926829268293,0.1951219512195122,0.14634146341463414,0.1951219512195122,0.21951219512195122,0.24390243902439024,0.25609756097560976,0.2682926829268293,0.2804878048780488,0.25609756097560976,0.25609756097560976,0.23170731707317074,0.24390243902439024,0.24390243902439024,0.2804878048780488,0.3170731707317073,0.32926829268292684,0.45121951219512196,0.43902439024390244,0.4146341463414634,0.3780487804878049,0.32926829268292684,0.24390243902439024,0.21951219512195122,0.2073170731707317,0.2073170731707317,0.18292682926829268,0.1951219512195122,0.2073170731707317
Mickael Gelabale,36,644,0.17073170731707318,0.17073170731707318,0.17073170731707318,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.17073170731707318,0.17073170731707318,0.17073170731707318,0.17073170731707318,0.18292682926829268,0.18292682926829268,0.25609756097560976,0.24390243902439024,0.23170731707317074,0.18292682926829268,0.18292682926829268,0.15853658536585366,0.12195121951219512,0.12195121951219512,0.13414634146341464,0.12195121951219512,0.10975609756097561,0.15853658536585366,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.14634146341463414,0.13414634146341464,0.17073170731707318,0.14634146341463414,0.15853658536585366,0.15853658536585366,0.13414634146341464,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.15853658536585366,0.2073170731707317,0.24390243902439024
